Date,Product_ID,Product_Name,Category,State,City,Campaign,Base_Price,Discount_%,Final_Price,Units_Sold,Revenue,Cost_Per_Unit,Profit
2024-02-09,P013,Product_13,Beauty,Kerala,Thiruvananthapuram,Clearance,712.43,20,569.94,60,34196.4,401.03,10134.6
2024-03-18,P013,Product_13,Beauty,West Bengal,Kolkata,Summer Sale,823.38,20,658.7,85,55989.5,642.54,1373.6
2024-03-29,P015,Product_15,Beauty,Kerala,Kochi,New Year,436.55,10,392.9,69,27110.1,318.58,5128.08
2024-03-21,P009,Product_9,Beauty,Karnataka,Bengaluru,Summer Sale,236.7,20,189.36,20,3787.2,146.3,861.2
2024-04-12,P016,Product_16,Electronics,Rajasthan,Jaipur,Clearance,264.21,20,211.37,25,5284.25,189.91,536.5
2024-04-08,P001,Product_1,Apparel,Karnataka,Mysuru,Clearance,668.82,20,535.06,70,37454.2,408.04,8891.4
2024-03-23,P017,Product_17,Apparel,Delhi,New Delhi,Clearance,484.72,20,387.78,84,32573.52,350.73,3112.2
2024-04-20,P008,Product_8,Electronics,Telangana,Warangal,Summer Sale,458.45,0,458.45,60,27507.0,266.24,11532.6
2024-01-15,P017,Product_17,Apparel,Kerala,Kochi,New Year,929.36,15,789.96,88,69516.48,694.76,8377.6
2024-01-14,P017,Product_17,Apparel,Telangana,Warangal,Clearance,776.15,10,698.53,55,38419.15,566.25,7275.4
2024-02-18,P013,Product_13,Beauty,Rajasthan,Jaipur,New Year,264.53,5,251.3,7,1759.1,134.29,819.07
2024-04-01,P012,Product_12,Apparel,Maharashtra,Nagpur,New Year,156.19,25,117.14,51,5974.14,89.74,1397.4
2024-03-03,P020,Product_20,Beauty,Telangana,Warangal,New Year,639.97,10,575.97,83,47805.51,488.07,7295.7
2024-02-03,P006,Product_6,Apparel,Kerala,Kochi,Clearance,933.58,10,840.22,7,5881.54,706.88,933.38
2024-03-27,P014,Product_14,Apparel,Rajasthan,Udaipur,New Year,346.33,15,294.38,6,1766.28,244.89,296.94
2024-02-15,P003,Product_3,Apparel,Gujarat,Ahmedabad,Summer Sale,868.0,30,607.6,25,15190.0,448.0,3990.0
2024-04-07,P002,Product_2,Apparel,Rajasthan,Jaipur,Clearance,681.15,10,613.03,26,15938.78,390.35,5789.68
2024-03-18,P011,Product_11,Home,Kerala,Kochi,Clearance,157.32,15,133.72,75,10029.0,119.32,1080.0
2024-02-25,P010,Product_10,Home,Gujarat,Ahmedabad,Diwali,500.87,20,400.7,48,19233.6,299.84,4841.28
2024-01-20,P002,Product_2,Apparel,Gujarat,Surat,Diwali,312.06,25,234.05,59,13808.95,232.04,118.59
2024-01-09,P016,Product_16,Electronics,Rajasthan,Jaipur,New Year,360.5,25,270.38,86,23252.68,273.1,-233.92
2024-02-25,P018,Product_18,Electronics,Telangana,Hyderabad,Diwali,987.91,0,987.91,29,28649.39,713.86,7947.45
2024-04-27,P016,Product_16,Electronics,Rajasthan,Jaipur,New Year,682.15,25,511.61,35,17906.35,519.74,-284.55
2024-03-31,P006,Product_6,Apparel,West Bengal,Kolkata,Summer Sale,376.43,15,319.97,7,2239.79,269.24,355.11
2024-02-10,P012,Product_12,Apparel,Uttar Pradesh,Varanasi,Summer Sale,295.94,20,236.75,71,16809.25,182.01,3886.54
2024-02-19,P001,Product_1,Apparel,Kerala,Thiruvananthapuram,,838.5,5,796.57,42,33455.94,557.33,10048.08
2024-03-21,P017,Product_17,Apparel,Telangana,Hyderabad,Clearance,461.61,10,415.45,37,15371.65,301.59,4212.82
2024-01-03,P009,Product_9,Beauty,Delhi,New Delhi,Summer Sale,514.81,5,489.07,5,2445.35,408.95,400.6
2024-01-14,P003,Product_3,Apparel,Uttar Pradesh,Kanpur,Summer Sale,738.45,20,590.76,62,36627.12,458.33,8210.66
2024-01-17,P003,Product_3,Apparel,Maharashtra,Mumbai,Diwali,703.91,10,633.52,61,38644.72,428.61,12499.51
2024-04-27,P009,Product_9,Beauty,Uttar Pradesh,Lucknow,,373.82,25,280.37,23,6448.51,255.54,571.09
2024-01-27,P005,Product_5,Electronics,Rajasthan,Udaipur,Diwali,897.74,10,807.97,79,63829.63,467.97,26860.0
2024-03-19,P012,Product_12,Apparel,Tamil Nadu,Coimbatore,Diwali,711.25,0,711.25,36,25605.0,405.36,11012.04
2024-04-07,P002,Product_2,Apparel,Rajasthan,Udaipur,Diwali,323.91,20,259.13,47,12179.11,245.86,623.69
2024-04-03,P005,Product_5,Electronics,Tamil Nadu,Madurai,Summer Sale,797.95,15,678.26,96,65112.96,538.45,13421.76
2024-03-02,P018,Product_18,Electronics,Gujarat,Ahmedabad,,920.36,10,828.32,13,10768.16,729.6,1283.36
2024-04-07,P008,Product_8,Electronics,Telangana,Hyderabad,Clearance,330.08,15,280.57,78,21884.46,199.11,6353.88
2024-01-31,P004,Product_4,Beauty,Maharashtra,Nagpur,Clearance,250.71,5,238.17,71,16910.07,191.54,3310.73
2024-01-08,P020,Product_20,Beauty,Rajasthan,Udaipur,,209.7,25,157.27,25,3931.75,113.55,1093.0
2024-03-18,P010,Product_10,Home,Rajasthan,Udaipur,Summer Sale,457.08,10,411.37,2,822.74,238.6,345.54
2024-03-25,P011,Product_11,Home,Rajasthan,Udaipur,,882.26,15,749.92,94,70492.48,551.01,18697.54
2024-01-16,P001,Product_1,Apparel,Telangana,Warangal,,469.64,30,328.75,22,7232.5,262.39,1459.92
2024-02-27,P010,Product_10,Home,Tamil Nadu,Madurai,,867.92,0,867.92,43,37320.56,553.22,13532.1
2024-04-07,P007,Product_7,Home,Telangana,Hyderabad,Diwali,141.46,5,134.39,4,537.56,92.5,167.56
2024-03-09,P013,Product_13,Beauty,Rajasthan,Udaipur,Diwali,771.73,25,578.8,81,46882.8,616.4,-3045.6
2024-04-14,P019,Product_19,Beauty,Karnataka,Mysuru,,333.64,30,233.55,64,14947.2,201.35,2060.8
2024-02-26,P011,Product_11,Home,Gujarat,Surat,,613.69,30,429.58,73,31359.34,383.93,3332.45
2024-01-22,P012,Product_12,Apparel,Telangana,Warangal,Clearance,194.86,25,146.15,86,12568.9,146.76,-52.46
2024-04-19,P015,Product_15,Beauty,Kerala,Thiruvananthapuram,Summer Sale,840.01,20,672.01,29,19488.29,450.34,6428.43
2024-04-06,P009,Product_9,Beauty,Karnataka,Hubli,Diwali,888.57,20,710.86,71,50471.06,691.88,1347.58
2024-03-22,P003,Product_3,Apparel,Delhi,New Delhi,Diwali,735.01,30,514.51,4,2058.04,480.49,136.08
2024-01-28,P014,Product_14,Apparel,Maharashtra,Mumbai,Clearance,165.7,30,115.99,59,6843.41,113.74,132.75
2024-03-10,P013,Product_13,Beauty,Tamil Nadu,Chennai,New Year,311.05,20,248.84,55,13686.2,158.85,4949.45
2024-04-15,P012,Product_12,Apparel,Tamil Nadu,Coimbatore,Clearance,197.23,0,197.23,34,6705.82,101.8,3244.62
2024-02-23,P009,Product_9,Beauty,Delhi,New Delhi,,347.06,30,242.94,13,3158.22,181.98,792.48
2024-02-11,P020,Product_20,Beauty,Delhi,New Delhi,Clearance,407.12,25,305.34,43,13129.62,286.07,828.61
2024-04-24,P005,Product_5,Electronics,Tamil Nadu,Chennai,New Year,889.71,20,711.77,18,12811.86,676.01,643.68
2024-03-07,P003,Product_3,Apparel,Telangana,Hyderabad,Summer Sale,128.55,10,115.7,98,11338.6,82.04,3298.68
2024-02-09,P012,Product_12,Apparel,Kerala,Thiruvananthapuram,Clearance,827.26,10,744.53,18,13401.54,658.56,1547.46
2024-02-18,P008,Product_8,Electronics,Gujarat,Surat,Diwali,351.5,30,246.05,65,15993.25,269.23,-1506.7
2024-03-18,P011,Product_11,Home,Karnataka,Hubli,,871.78,20,697.42,29,20225.18,620.63,2226.91
2024-02-20,P014,Product_14,Apparel,Karnataka,Bengaluru,New Year,872.89,25,654.67,47,30769.49,542.1,5290.79
2024-03-28,P012,Product_12,Apparel,Kerala,Kochi,New Year,209.69,10,188.72,70,13210.4,126.07,4385.5
2024-04-22,P019,Product_19,Beauty,Maharashtra,Pune,Summer Sale,161.78,30,113.25,72,8154.0,95.83,1254.24
2024-03-26,P011,Product_11,Home,Telangana,Hyderabad,Clearance,223.32,25,167.49,47,7872.03,124.05,2041.68
2024-03-02,P008,Product_8,Electronics,Uttar Pradesh,Lucknow,,599.99,25,449.99,55,24749.45,340.3,6032.95
2024-01-29,P019,Product_19,Beauty,Delhi,New Delhi,Summer Sale,439.18,25,329.38,22,7246.36,348.38,-418.0
2024-01-31,P003,Product_3,Apparel,Karnataka,Hubli,New Year,763.67,0,763.67,42,32074.14,406.3,15009.54
2024-01-17,P010,Product_10,Home,Telangana,Hyderabad,Diwali,405.39,0,405.39,18,7297.02,238.89,2997.0
2024-04-19,P020,Product_20,Beauty,Rajasthan,Jaipur,Summer Sale,383.17,25,287.38,87,25002.06,210.47,6691.17
2024-01-19,P001,Product_1,Apparel,Uttar Pradesh,Lucknow,Diwali,924.23,30,646.96,67,43346.32,638.15,590.27
2024-01-01,P010,Product_10,Home,Uttar Pradesh,Lucknow,Summer Sale,393.65,5,373.97,98,36649.06,304.22,6835.5
2024-03-05,P014,Product_14,Apparel,West Bengal,Kolkata,,839.13,10,755.22,93,70235.46,449.44,28437.54
2024-01-16,P014,Product_14,Apparel,West Bengal,Kolkata,Clearance,959.9,0,959.9,91,87350.9,692.44,24338.86
2024-01-26,P006,Product_6,Apparel,Tamil Nadu,Madurai,Diwali,251.93,5,239.33,61,14599.13,162.46,4689.07
2024-03-04,P006,Product_6,Apparel,Telangana,Warangal,New Year,560.6,30,392.42,65,25507.3,420.97,-1855.75
2024-02-13,P018,Product_18,Electronics,Gujarat,Ahmedabad,,918.28,15,780.54,59,46051.86,703.82,4526.48
2024-04-18,P019,Product_19,Beauty,Delhi,New Delhi,Summer Sale,645.33,30,451.73,79,35686.67,492.73,-3239.0
2024-04-05,P018,Product_18,Electronics,West Bengal,Siliguri,Summer Sale,453.99,20,363.19,78,28328.82,287.66,5891.34
2024-03-21,P018,Product_18,Electronics,Tamil Nadu,Chennai,,722.12,15,613.8,10,6138.0,403.15,2106.5
2024-04-14,P007,Product_7,Home,Tamil Nadu,Chennai,New Year,553.01,20,442.41,70,30968.7,385.13,4009.6
2024-02-27,P013,Product_13,Beauty,Karnataka,Mysuru,Clearance,680.98,5,646.93,54,34934.22,364.64,15243.66
2024-04-06,P003,Product_3,Apparel,Kerala,Thiruvananthapuram,New Year,178.7,10,160.83,18,2894.94,101.17,1073.88
2024-03-19,P019,Product_19,Beauty,Uttar Pradesh,Varanasi,Clearance,135.83,20,108.66,26,2825.16,76.47,836.94
2024-02-05,P013,Product_13,Beauty,Kerala,Kochi,Diwali,958.27,25,718.7,26,18686.2,690.35,737.1
2024-03-09,P016,Product_16,Electronics,Delhi,New Delhi,Diwali,261.19,20,208.95,64,13372.8,139.67,4433.92
2024-03-20,P008,Product_8,Electronics,Delhi,New Delhi,New Year,227.08,25,170.31,55,9367.05,170.03,15.4
2024-01-26,P003,Product_3,Apparel,Maharashtra,Mumbai,,983.13,20,786.5,80,62920.0,720.21,5303.2
2024-02-03,P017,Product_17,Apparel,Rajasthan,Udaipur,Clearance,791.17,0,791.17,67,53008.39,441.16,23450.67
2024-01-03,P001,Product_1,Apparel,Maharashtra,Pune,Diwali,505.25,30,353.67,41,14500.47,391.72,-1560.05
2024-01-07,P004,Product_4,Beauty,Karnataka,Bengaluru,Clearance,843.35,20,674.68,31,20915.08,626.17,1503.81
2024-04-05,P009,Product_9,Beauty,Telangana,Hyderabad,Summer Sale,838.29,10,754.46,61,46022.06,498.04,15641.62
2024-04-07,P010,Product_10,Home,West Bengal,Siliguri,,933.68,5,887.0,10,8870.0,508.44,3785.6
2024-03-21,P016,Product_16,Electronics,Tamil Nadu,Madurai,Summer Sale,719.93,0,719.93,21,15118.53,442.5,5826.03
2024-02-20,P011,Product_11,Home,Telangana,Hyderabad,Diwali,483.4,10,435.06,63,27408.78,337.09,6172.11
2024-02-01,P016,Product_16,Electronics,Delhi,New Delhi,Clearance,678.52,10,610.67,56,34197.52,458.65,8513.12
2024-03-04,P001,Product_1,Apparel,Gujarat,Surat,,426.25,25,319.69,27,8631.63,304.26,416.61
2024-02-05,P003,Product_3,Apparel,Karnataka,Hubli,,522.14,25,391.61,58,22713.38,289.29,5934.56
2024-03-27,P013,Product_13,Beauty,Delhi,New Delhi,Diwali,565.56,30,395.89,13,5146.57,340.96,714.09
2024-03-15,P018,Product_18,Electronics,Tamil Nadu,Coimbatore,Clearance,471.13,25,353.35,63,22261.05,316.95,2293.2
2024-02-07,P003,Product_3,Apparel,Telangana,Hyderabad,,150.17,25,112.63,48,5406.24,85.93,1281.6
2024-04-29,P013,Product_13,Beauty,Kerala,Thiruvananthapuram,Summer Sale,281.93,0,281.93,88,24809.84,153.41,11309.76
2024-01-02,P011,Product_11,Home,Gujarat,Surat,,589.58,10,530.62,88,46694.56,455.89,6576.24
2024-03-08,P017,Product_17,Apparel,Gujarat,Ahmedabad,Summer Sale,457.54,5,434.66,62,26948.92,340.27,5852.18
2024-02-09,P016,Product_16,Electronics,Gujarat,Surat,Summer Sale,933.45,25,700.09,50,35004.5,737.19,-1855.0
2024-02-24,P006,Product_6,Apparel,Telangana,Warangal,New Year,743.23,30,520.26,85,44222.1,493.51,2273.75
2024-01-18,P020,Product_20,Beauty,Gujarat,Surat,,354.13,20,283.3,74,20964.2,233.86,3658.56
2024-03-22,P003,Product_3,Apparel,Gujarat,Vadodara,Diwali,755.98,0,755.98,84,63502.32,585.84,14291.76
2024-04-04,P016,Product_16,Electronics,Rajasthan,Udaipur,Clearance,281.14,0,281.14,14,3935.96,204.66,1070.72
2024-02-16,P002,Product_2,Apparel,Delhi,New Delhi,Diwali,103.45,5,98.28,20,1965.6,69.82,569.2
2024-01-27,P013,Product_13,Beauty,Gujarat,Surat,Clearance,892.81,5,848.17,9,7633.53,530.52,2858.85
2024-01-26,P008,Product_8,Electronics,Gujarat,Vadodara,Summer Sale,518.53,20,414.82,19,7881.58,272.82,2698.0
2024-02-18,P020,Product_20,Beauty,Rajasthan,Jaipur,Diwali,481.39,0,481.39,26,12516.14,278.5,5275.14
2024-04-06,P014,Product_14,Apparel,Gujarat,Vadodara,New Year,500.37,30,350.26,53,18563.78,278.76,3789.5
2024-03-16,P005,Product_5,Electronics,Maharashtra,Mumbai,Clearance,918.59,5,872.66,17,14835.22,541.76,5625.3
2024-02-18,P010,Product_10,Home,Uttar Pradesh,Kanpur,New Year,830.63,25,622.97,63,39247.11,596.0,1699.11
2024-04-09,P020,Product_20,Beauty,Uttar Pradesh,Lucknow,Clearance,863.62,5,820.44,99,81223.56,687.21,13189.77
2024-04-09,P008,Product_8,Electronics,Telangana,Hyderabad,Diwali,946.89,20,757.51,7,5302.57,569.81,1313.9
2024-01-01,P012,Product_12,Apparel,Gujarat,Ahmedabad,Diwali,824.59,15,700.9,61,42754.9,596.55,6365.35
2024-01-16,P001,Product_1,Apparel,Tamil Nadu,Chennai,Diwali,146.14,10,131.53,10,1315.3,75.81,557.2
2024-01-06,P001,Product_1,Apparel,Gujarat,Surat,Clearance,505.32,0,505.32,29,14654.28,323.03,5286.41
2024-03-18,P001,Product_1,Apparel,Telangana,Warangal,Summer Sale,671.27,5,637.71,80,51016.8,468.89,13505.6
2024-02-02,P004,Product_4,Beauty,Uttar Pradesh,Lucknow,Summer Sale,591.13,5,561.57,90,50541.3,401.34,14420.7
2024-03-07,P015,Product_15,Beauty,Gujarat,Surat,Summer Sale,773.75,5,735.06,45,33077.7,475.19,11694.15
2024-01-14,P005,Product_5,Electronics,Kerala,Kochi,Diwali,970.54,25,727.9,26,18925.4,763.95,-937.3
2024-02-13,P010,Product_10,Home,West Bengal,Siliguri,New Year,825.04,0,825.04,49,40426.96,634.77,9323.23
2024-04-07,P001,Product_1,Apparel,Maharashtra,Nagpur,,582.07,10,523.86,78,40861.08,335.07,14725.62
2024-04-09,P020,Product_20,Beauty,Delhi,New Delhi,New Year,700.06,25,525.04,21,11025.84,393.29,2766.75
2024-03-17,P003,Product_3,Apparel,Delhi,New Delhi,Clearance,148.4,25,111.3,73,8124.9,90.14,1544.68
2024-03-24,P012,Product_12,Apparel,West Bengal,Siliguri,,696.98,15,592.43,48,28436.64,463.63,6182.4
2024-01-12,P015,Product_15,Beauty,Rajasthan,Udaipur,Summer Sale,871.27,20,697.02,46,32062.92,592.53,4806.54
2024-02-03,P004,Product_4,Beauty,Gujarat,Ahmedabad,,730.78,15,621.16,78,48450.48,491.13,10142.34
2024-04-09,P017,Product_17,Apparel,Karnataka,Mysuru,Clearance,943.05,15,801.59,6,4809.54,612.21,1136.28
2024-04-27,P004,Product_4,Beauty,Uttar Pradesh,Varanasi,Summer Sale,207.44,0,207.44,12,2489.28,156.13,615.72
2024-04-05,P013,Product_13,Beauty,Gujarat,Vadodara,Summer Sale,637.58,10,573.82,51,29264.82,355.46,11136.36
2024-02-22,P010,Product_10,Home,Telangana,Warangal,Diwali,869.09,20,695.27,6,4171.62,488.51,1240.56
2024-03-09,P005,Product_5,Electronics,Telangana,Warangal,Diwali,179.32,10,161.39,48,7746.72,108.82,2523.36
2024-03-09,P006,Product_6,Apparel,Rajasthan,Jaipur,,263.64,5,250.46,64,16029.44,197.28,3403.52
2024-01-03,P010,Product_10,Home,Telangana,Warangal,Diwali,735.94,5,699.14,37,25868.18,394.27,11280.19
2024-03-12,P001,Product_1,Apparel,Gujarat,Vadodara,New Year,276.84,30,193.79,17,3294.43,181.45,209.78
2024-04-15,P007,Product_7,Home,Uttar Pradesh,Lucknow,Clearance,389.86,15,331.38,11,3645.18,277.31,594.77
2024-04-28,P005,Product_5,Electronics,Tamil Nadu,Chennai,Clearance,700.23,0,700.23,35,24508.05,414.45,10002.3
2024-04-28,P018,Product_18,Electronics,Kerala,Kochi,Summer Sale,747.32,15,635.22,12,7622.64,416.9,2619.84
2024-01-17,P010,Product_10,Home,Karnataka,Hubli,Clearance,333.01,30,233.11,41,9557.51,248.59,-634.68
2024-01-01,P002,Product_2,Apparel,Delhi,New Delhi,New Year,209.17,20,167.34,62,10375.08,155.51,733.46
2024-04-07,P005,Product_5,Electronics,Uttar Pradesh,Kanpur,Clearance,607.97,30,425.58,4,1702.32,335.83,359.0
2024-03-22,P005,Product_5,Electronics,Telangana,Warangal,,441.76,20,353.41,86,30393.26,339.94,1158.42
2024-03-14,P016,Product_16,Electronics,Karnataka,Mysuru,Clearance,754.87,25,566.15,2,1132.3,404.93,322.44
2024-01-11,P010,Product_10,Home,Rajasthan,Jaipur,Summer Sale,632.55,30,442.78,8,3542.24,378.59,513.52
2024-01-08,P004,Product_4,Beauty,West Bengal,Siliguri,Diwali,661.04,20,528.83,12,6345.96,427.65,1214.16
2024-03-25,P017,Product_17,Apparel,Karnataka,Bengaluru,,351.67,0,351.67,53,18638.51,252.64,5248.59
2024-04-15,P017,Product_17,Apparel,Delhi,New Delhi,Summer Sale,824.66,15,700.96,8,5607.68,603.92,776.32
2024-04-23,P018,Product_18,Electronics,Uttar Pradesh,Kanpur,Summer Sale,492.62,30,344.83,14,4827.62,372.81,-391.72
2024-04-03,P015,Product_15,Beauty,West Bengal,Siliguri,Clearance,349.08,0,349.08,21,7330.68,188.87,3364.41
2024-01-09,P017,Product_17,Apparel,Telangana,Hyderabad,New Year,939.58,20,751.66,88,66146.08,579.11,15184.4
2024-03-01,P014,Product_14,Apparel,Gujarat,Ahmedabad,Diwali,395.1,5,375.35,38,14263.3,296.69,2989.08
2024-03-02,P008,Product_8,Electronics,Uttar Pradesh,Lucknow,Summer Sale,527.29,25,395.47,44,17400.68,398.45,-131.12
2024-02-07,P020,Product_20,Beauty,Tamil Nadu,Coimbatore,,110.8,5,105.26,17,1789.42,76.13,495.21
2024-01-21,P004,Product_4,Beauty,Telangana,Warangal,Diwali,536.52,0,536.52,10,5365.2,376.54,1599.8
2024-02-08,P008,Product_8,Electronics,Delhi,New Delhi,Clearance,566.21,20,452.97,85,38502.45,330.9,10375.95
2024-04-01,P013,Product_13,Beauty,Gujarat,Vadodara,Summer Sale,535.15,20,428.12,59,25259.08,393.28,2055.56
2024-02-11,P006,Product_6,Apparel,Delhi,New Delhi,Clearance,195.54,15,166.21,96,15956.16,147.38,1807.68
2024-04-15,P009,Product_9,Beauty,Uttar Pradesh,Varanasi,Summer Sale,275.46,10,247.91,52,12891.32,168.97,4104.88
2024-02-26,P008,Product_8,Electronics,Rajasthan,Udaipur,Summer Sale,619.13,0,619.13,75,46434.75,456.66,12185.25
2024-03-04,P010,Product_10,Home,Tamil Nadu,Madurai,New Year,147.47,25,110.6,87,9622.2,78.95,2753.55
2024-01-18,P013,Product_13,Beauty,Tamil Nadu,Madurai,,592.77,15,503.85,33,16627.05,446.47,1893.54
2024-02-20,P010,Product_10,Home,Karnataka,Bengaluru,,190.51,0,190.51,98,18669.98,130.5,5880.98
2024-03-28,P016,Product_16,Electronics,Maharashtra,Pune,Clearance,619.85,5,588.86,18,10599.48,371.74,3908.16
2024-01-10,P015,Product_15,Beauty,Uttar Pradesh,Kanpur,New Year,655.5,25,491.62,30,14748.6,399.88,2752.2
2024-02-27,P001,Product_1,Apparel,Rajasthan,Udaipur,,463.82,15,394.25,49,19318.25,366.36,1366.61
2024-02-09,P017,Product_17,Apparel,Uttar Pradesh,Lucknow,New Year,608.18,30,425.73,33,14049.09,413.71,396.66
2024-04-10,P003,Product_3,Apparel,Rajasthan,Jaipur,,565.49,20,452.39,42,19000.38,389.75,2630.88
2024-02-23,P014,Product_14,Apparel,Telangana,Hyderabad,New Year,361.04,0,361.04,58,20940.32,262.6,5709.52
2024-02-22,P002,Product_2,Apparel,Maharashtra,Pune,Diwali,252.78,20,202.22,12,2426.64,196.51,68.52
2024-01-05,P008,Product_8,Electronics,West Bengal,Kolkata,New Year,201.97,10,181.77,18,3271.86,156.29,458.64
2024-01-29,P013,Product_13,Beauty,Tamil Nadu,Chennai,Clearance,248.14,5,235.73,54,12729.42,142.66,5025.78
2024-03-16,P013,Product_13,Beauty,Rajasthan,Jaipur,Clearance,298.29,0,298.29,58,17300.82,195.21,5978.64
2024-04-10,P002,Product_2,Apparel,Karnataka,Hubli,,915.61,15,778.27,28,21791.56,604.16,4875.08
2024-01-07,P016,Product_16,Electronics,Uttar Pradesh,Kanpur,New Year,642.89,30,450.02,2,900.04,323.48,253.08
2024-01-23,P006,Product_6,Apparel,West Bengal,Kolkata,Clearance,939.31,0,939.31,88,82659.28,567.12,32752.72
2024-01-15,P001,Product_1,Apparel,Telangana,Hyderabad,New Year,623.55,25,467.66,60,28059.6,461.81,351.0
2024-02-21,P014,Product_14,Apparel,Telangana,Warangal,Diwali,891.85,5,847.26,5,4236.3,497.28,1749.9
2024-01-15,P008,Product_8,Electronics,Gujarat,Ahmedabad,Clearance,661.15,5,628.09,53,33288.77,393.29,12444.4
2024-02-01,P018,Product_18,Electronics,Gujarat,Surat,Summer Sale,281.62,25,211.22,7,1478.54,205.05,43.19
2024-03-25,P015,Product_15,Beauty,West Bengal,Kolkata,Diwali,368.21,15,312.98,15,4694.7,204.44,1628.1
2024-01-26,P017,Product_17,Apparel,Uttar Pradesh,Varanasi,Clearance,435.7,5,413.91,4,1655.64,247.36,666.2
2024-04-21,P013,Product_13,Beauty,Delhi,New Delhi,,949.79,0,949.79,23,21845.17,567.83,8785.08
2024-03-17,P007,Product_7,Home,Tamil Nadu,Madurai,,327.28,30,229.1,91,20848.1,246.83,-1613.43
2024-03-08,P019,Product_19,Beauty,Gujarat,Ahmedabad,Summer Sale,217.32,15,184.72,16,2955.52,130.95,860.32
2024-01-25,P008,Product_8,Electronics,Rajasthan,Udaipur,Diwali,854.75,15,726.54,31,22522.74,432.76,9107.18
2024-04-21,P009,Product_9,Beauty,Maharashtra,Mumbai,New Year,107.9,5,102.5,90,9225.0,80.39,1989.9
2024-02-23,P019,Product_19,Beauty,West Bengal,Kolkata,Clearance,133.66,20,106.93,9,962.37,88.42,166.59
2024-03-09,P011,Product_11,Home,Delhi,New Delhi,New Year,671.1,5,637.54,28,17851.12,502.57,3779.16
2024-04-15,P010,Product_10,Home,Karnataka,Mysuru,Clearance,979.27,10,881.34,98,86371.32,710.39,16753.1
2024-02-11,P006,Product_6,Apparel,Rajasthan,Udaipur,New Year,539.31,0,539.31,58,31279.98,328.45,12229.88
2024-02-25,P017,Product_17,Apparel,Telangana,Warangal,,485.78,5,461.49,53,24458.97,291.3,9020.07
2024-01-15,P002,Product_2,Apparel,Delhi,New Delhi,Summer Sale,664.72,5,631.48,51,32205.48,373.2,13172.28
2024-02-23,P005,Product_5,Electronics,Uttar Pradesh,Kanpur,Clearance,764.69,25,573.52,5,2867.6,473.91,498.05
2024-04-04,P020,Product_20,Beauty,Maharashtra,Nagpur,Diwali,354.49,25,265.87,12,3190.44,278.76,-154.68
2024-03-16,P003,Product_3,Apparel,Kerala,Thiruvananthapuram,New Year,678.5,10,610.65,36,21983.4,538.04,2613.96
2024-02-22,P017,Product_17,Apparel,Rajasthan,Udaipur,Clearance,315.11,25,236.33,67,15834.11,218.09,1222.08
2024-04-28,P003,Product_3,Apparel,Maharashtra,Pune,,262.59,20,210.07,35,7352.45,174.04,1261.05
2024-02-10,P009,Product_9,Beauty,Gujarat,Vadodara,New Year,346.59,20,277.27,78,21627.06,214.24,4916.34
2024-02-11,P015,Product_15,Beauty,Maharashtra,Mumbai,New Year,220.01,15,187.01,50,9350.5,159.0,1400.5
2024-01-01,P004,Product_4,Beauty,Rajasthan,Jaipur,Clearance,931.88,20,745.5,69,51439.5,546.8,13710.3
2024-03-31,P005,Product_5,Electronics,Kerala,Kochi,Clearance,251.22,10,226.1,90,20349.0,134.52,8242.2
2024-02-08,P014,Product_14,Apparel,Tamil Nadu,Madurai,,879.01,30,615.31,46,28304.26,672.71,-2640.4
2024-01-22,P016,Product_16,Electronics,Tamil Nadu,Madurai,Clearance,114.99,15,97.74,62,6059.88,80.43,1073.22
2024-03-11,P016,Product_16,Electronics,Gujarat,Ahmedabad,Clearance,169.73,10,152.76,59,9012.84,105.78,2771.82
2024-04-28,P018,Product_18,Electronics,Rajasthan,Jaipur,Clearance,330.77,25,248.08,49,12155.92,234.03,688.45
2024-02-17,P008,Product_8,Electronics,Uttar Pradesh,Kanpur,Clearance,817.65,10,735.88,31,22812.28,592.88,4433.0
2024-02-18,P014,Product_14,Apparel,Telangana,Warangal,New Year,478.66,20,382.93,98,37527.14,362.37,2014.88
2024-03-17,P009,Product_9,Beauty,Telangana,Hyderabad,New Year,745.54,0,745.54,80,59643.2,492.69,20228.0
2024-04-03,P020,Product_20,Beauty,Tamil Nadu,Chennai,Diwali,877.93,20,702.34,68,47759.12,686.25,1094.12
2024-04-22,P014,Product_14,Apparel,West Bengal,Siliguri,Summer Sale,447.45,15,380.33,36,13691.88,325.33,1980.0
2024-03-25,P001,Product_1,Apparel,Telangana,Warangal,,174.9,10,157.41,49,7713.09,93.28,3142.37
2024-02-27,P014,Product_14,Apparel,Uttar Pradesh,Varanasi,Diwali,475.45,25,356.59,95,33876.05,362.39,-551.0
2024-01-23,P003,Product_3,Apparel,Delhi,New Delhi,Clearance,843.82,0,843.82,53,44722.46,437.66,21526.48
2024-01-17,P019,Product_19,Beauty,Telangana,Hyderabad,,974.66,5,925.93,37,34259.41,604.79,11882.18
2024-02-14,P007,Product_7,Home,Tamil Nadu,Chennai,Summer Sale,522.47,15,444.1,77,34195.7,363.25,6225.45
2024-03-24,P007,Product_7,Home,Delhi,New Delhi,Diwali,273.41,30,191.39,62,11866.18,178.8,780.58
2024-02-13,P008,Product_8,Electronics,Rajasthan,Jaipur,New Year,802.04,30,561.43,44,24702.92,455.75,4649.92
